Device_Manufacturer,Device_ManufacturerBrandName,Device_Model,Device_ModelBrandName,Device_OS,Device_OSBrandName,Device_Language,Device_Locale,Device_ScreenWidth,Device_ScreenHeight,Device_Storage,Device_UsedStorage,Device_FreeStorage,Device_Memory,Device_UsedMemory,Device_FreeMemory,Device_CPU,Device_BatteryLevel,Device_BatteryState,Device_SystemUptime,Device_Speed,Device_Bearing,Device_SIMMCC,Device_SIMMNC,Device_SIMServiceProvider,Device_SIMServiceProviderBrandName,Connection_Start,Connection_End,Connection_Timezone,Connection_Type,Connection_Technology,Connection_GenerationCategory,Connection_MCC,Connection_MNC,Connection_LAC,Connection_CID,Connection_ServiceProvider,Connection_ServiceProviderBrandName,Connection_MobileChannel,Connection_BSIC,Connection_PCI,Connection_BSSID,Connection_SSID,Connection_WifiFrequency,Location_Latitude,Location_Longitude,Location_Altitude,Location_HorizontalAccuracy,Location_VerticalAccuracy,Location_Country,Location_Region,Location_City,Location_Geohash,QOS_Date,QOS_UploadThroughput,QOS_UploadThroughputTestSize,QOS_DownloadThroughput,QOS_DownloadThroughputTestSize,QOS_LatencyAverage,QOS_JitterAverage,QOS_PacketLossLostPercentage,QOS_LinkSpeed,QOS_SignalStrength,QOS_DeltaTransmittedBytes,QOS_DeltaReceivedBytes,QOS_RSRP,QOS_RSRQ,QOS_RSSNR,QOS_CQI,QOS_TA
motorola,Motorola,XT1032,Moto G 3G,ANDROID51,Android 5.1,pt,BR,1280,720,5928501248,5423288320,505212928,931999744,746835968,185163776,0.71,0.8199999928474426,Unplugged,28047521,null,null,222,88,,Wind,2017-09-20 10:45:40 UTC,2017-09-20 10:49:15 UTC,7200,UNKNOWN,UNKNOWN,UNKNOWN,null,null,null,null,null,null,null,null,null,null,null,null,45.6011422,9.4513783,null,18.39299964904785,null,Italy,Lombardy,null,u0nerj6mcj,2017-09-20 10:49:15 UTC,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null
HTC,HTC,HTC One,One,ANDROID50,Android 5.0,tr,null,1920,1080,29223907328,13237559296,15986348032,1907777536,1400283136,507494400,0.99,0.9399999976158142,NotCharging,962777461,null,null,null,null,null,null,2017-04-26 18:34:28 UTC,2017-04-26 18:52:46 UTC,10800,WIFI,UNKNOWN,UNKNOWN,null,null,null,null,null,null,null,null,null,18:28:61:3e:a8:43,SUPERONLINE_Wi-Fi_1663,null,36.3868935,36.2357404,null,39.599998474121094,null,Turkey,Hatay,Antakya,sy3z08411b,2017-04-26 18:52:46 UTC,null,null,null,null,null,null,null,null,null,189660,229189,null,null,-1,null,null
HTC,HTC,HTC One,One,ANDROID50,Android 5.0,de,DE,1920,1080,27479240704,16556236800,10923003904,1907777536,1247264768,660512768,0.64,0.8700000047683716,NotCharging,2117009786,null,null,232,7,,tele.ring,2017-06-13 07:28:26 UTC,2017-06-13 07:33:26 UTC,7200,UNKNOWN,UNKNOWN,UNKNOWN,232,3,null,17518595,null,T-Mobile,null,null,303,null,null,null,48.0359568,14.4258074,null,1200.0,null,Austria,Upper Austria,Steyr,u2d3228t9x,2017-06-13 07:30:26 UTC,null,null,null,null,null,null,null,null,-94,0,0,-125,-14,-20,null,null
LGE,LGE,LG-H815,G4,ANDROID60,Android 6.0,tr,null,2560,1440,4205084672,3447943168,757141504,2974367744,2225926144,748441600,0.6,0.3700000047683716,Unplugged,299040802,9.930000305175781,22.5,null,null,null,null,2017-04-05 21:17:56 UTC,2017-04-05 21:49:10 UTC,10800,UNKNOWN,UNKNOWN,UNKNOWN,null,null,null,null,null,null,null,null,null,null,null,null,37.95153021812439,30.306649804115295,1045.0,568.0,null,Turkey,Isparta,Keçiborlu,swtxcsuesn,2017-04-05 21:24:53 UTC,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null
LGE,LGE,Nexus 4,Nexus 4,ANDROID51,Android 5.1,de,,1280,768,13874561024,11329613824,2544947200,1924923392,823013376,1101910016,0.58,0.3400000035762787,Unplugged,294664824,null,null,262,7,,O2,2017-08-21 13:23:29 UTC,2017-08-21 13:25:16 UTC,7200,WIFI,UNKNOWN,UNKNOWN,null,null,null,null,null,null,null,null,null,54:78:1a:20:12:4e,saturn-kunden,null,50.9489483,6.951011,null,20.0,null,Germany,North Rhine-Westphalia,Cologne,u1hcy4vx4k,2017-08-21 13:23:29 UTC,null,null,null,null,null,null,null,null,null,60,78,null,null,null,null,null
samsung,Samsung,SM-T113,Galaxy Tab 3 Lite Value Edition,ANDROID44,Android 4.4,ru,RU,1024,600,13677252608,11389198336,2288054272,1001459712,887656448,113803264,0.02,0.5799999833106995,Unplugged,1419328459,1.6749886274337769,52.32749938964844,null,null,,null,2017-06-09 14:26:55 UTC,2017-06-11 14:31:12 UTC,10800,UNKNOWN,UNKNOWN,UNKNOWN,null,null,null,null,null,null,null,null,null,null,null,null,53.911125360941305,27.539562344774357,196.07061049532206,250.0,null,Belarus,null,null,u9eddwjxn6,2017-06-10 03:52:50 UTC,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null
samsung,Samsung,SM-T113,Galaxy Tab 3 Lite Value Edition,ANDROID44,Android 4.4,tr,TR,1024,600,5716463616,4915269632,801193984,1001459712,637927424,363532288,0.02,0.20000000298023224,Unplugged,27907614,0.14624369144439697,86.97179412841797,null,null,,null,2017-05-02 07:37:42 UTC,2017-05-03 03:42:52 UTC,0,WIFI,UNKNOWN,UNKNOWN,null,null,null,null,null,null,null,null,null,50:a7:2b:5b:c0:66,Cantokat,2432,40.93813828178357,29.305512290064524,-13.267912028173162,200.0,null,Turkey,Istanbul,Pendik,sxkbfue9gy,2017-05-02 15:21:23 UTC,null,null,null,null,null,null,null,65,-39,69743,122215,null,null,null,null,null
samsung,Samsung,SM-T116,Galaxy Tab 3 V,ANDROID44,Android 4.4,en,GB,1024,600,5716463616,4869058560,847405056,1001447424,701140992,300306432,0.05,0.14000000059604645,Unplugged,10980550,0.28004929423332214,284.07781982421875,234,10,,O2,2017-06-27 17:51:43 UTC,2017-06-28 00:12:02 UTC,3600,WIFI,UNKNOWN,UNKNOWN,null,null,null,null,null,null,null,null,null,90:4d:4a:41:41:60,BTHub6-9258,2462,53.81793051037874,-3.0388446067289725,135.577520761856,128.0,null,United Kingdom,England,Blackpool,gctf4v70jv,2017-06-27 19:50:57 UTC,null,null,null,null,null,null,null,65,-31,16675,145338,null,null,null,null,null
samsung,Samsung,SM-T560,SM-T560,ANDROID44,Android 4.4,fr,FR,1280,800,5570109440,4981501952,588607488,1525452800,1330454528,194998272,0.92,0.28999999165534973,Unplugged,867053203,0.5321986079216003,24.64182472229004,null,null,,null,2017-08-29 19:12:21 UTC,2017-08-29 19:12:36 UTC,7200,WIFI,UNKNOWN,UNKNOWN,null,null,null,null,null,null,null,null,null,f4:ca:e5:f5:c3:ec,freebox_OSMJWE,2462,49.24785692790603,4.057803418964277,217.7005147498803,32.0,null,France,Alsace-Champagne-Ardenne-Lorraine,Reims,u0fbhm6c99,2017-08-29 19:12:36 UTC,null,null,null,null,null,null,null,null,null,1140,2301,null,null,null,null,null
samsung,Samsung,SM-T560,SM-T560,ANDROID44,Android 4.4,ar,AE,1280,800,5570109440,4976513024,593596416,1525452800,1235836928,289615872,0.71,0.9800000190734863,Charging,91147755,1.210355520248413,315.34002685546875,null,null,,null,2017-05-09 17:11:33 UTC,2017-05-09 17:11:35 UTC,7200,UNKNOWN,UNKNOWN,UNKNOWN,null,null,null,null,null,null,null,null,null,null,null,null,51.84512869467111,4.967982651111593,50.31536562622147,128.0,null,Netherlands,South Holland,Gorinchem,u15wcn1ef2,2017-05-09 17:11:35 UTC,null,null,null,null,null,null,null,null,null,4519,12265,null,null,null,null,null
samsung,Samsung,GT-N8000,Galaxy Note 10.1,ANDROID44,Android 4.4,sl,SI,1280,800,44332646400,5621612544,38711033856,1901637632,1666093056,235544576,0.97,0.8999999761581421,Unplugged,659429012,null,null,null,null,,null,2017-09-02 09:57:39 UTC,2017-09-02 09:57:50 UTC,7200,UNKNOWN,UNKNOWN,UNKNOWN,219,2,131,1354081,null,Tele2,null,null,null,null,null,null,45.46065704188962,13.518511825094645,-8.08138736311389,48.0,null,Croatia,Istria,null,u21deeggs0,2017-09-02 09:57:50 UTC,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null
samsung,Samsung,GT-P5200,Galaxy Tab 3 10.1,ANDROID44,Android 4.4,ro,RO,1280,800,12438888448,9541193728,2897694720,971800576,792100864,179699712,0.41,0.9700000286102295,Unplugged,26433817,2.1386256217956543,20.141876220703125,null,null,,null,2017-08-07 06:52:04 UTC,2017-08-07 19:57:59 UTC,10800,WIFI,UNKNOWN,UNKNOWN,null,null,null,null,null,null,null,null,null,90:03:25:e2:f2:d0,HUAWEI-qU65,2427,46.2285663244797,27.672646076015052,-84.7524605360962,250.0,null,Romania,Vaslui,null,u85wvxwsgm,2017-08-07 14:09:08 UTC,null,null,null,null,null,null,null,72,-63,4677,11978,null,null,null,null,null
samsung,Samsung,GT-P5210,Galaxy Tab 3 10.1,ANDROID44,Android 4.4,fr,FR,1280,800,12455276544,8976347136,3478929408,971792384,809639936,162152448,0.88,0.8199999928474426,Unplugged,187616219,1.260247826576233,139.7359161376953,null,null,,null,2017-04-27 22:03:45 UTC,2017-04-27 22:10:42 UTC,7200,WIFI,UNKNOWN,UNKNOWN,null,null,null,null,null,null,null,null,null,e4:6f:13:5a:46:68,mt09,null,45.77818029564196,-0.6064726514897973,162.5771561573365,64.0,null,France,Aquitaine-Limousin-Poitou-Charentes,null,gbps6jwmhp,2017-04-27 22:10:39 UTC,null,null,null,null,103.0,21.715524,0.0,6,-77,541828,2724519,null,null,null,null,null
samsung,Samsung,SM-A510F,Galaxy A5,ANDROID70,Android 7.0,tr,null,1920,1080,3084054528,2989903872,94150656,1933570048,1538265088,395304960,0.89,0.6499999761581421,Unplugged,448835328,null,null,null,null,null,null,2017-07-01 08:40:52 UTC,2017-07-01 08:43:45 UTC,10800,WIFI,UNKNOWN,UNKNOWN,null,null,null,null,null,null,null,null,null,00:1c:a8:03:05:52,CACTUS,null,38.0664263,26.9992255,null,110.0,null,Turkey,Izmir,Menderes,swg0w3u1p8,2017-07-01 08:43:45 UTC,null,null,null,null,null,null,null,null,null,275156,1296528,-113,-12,-10,2,null
samsung,Samsung,SM-G388F,Galaxy Xcover 3,ANDROID51,Android 5.1,cs,CZ,800,480,21677264896,6690689024,14986575872,1471860736,931037184,540823552,0.58,0.7799999713897705,Unplugged,962126078,null,null,230,2,O2 Family,O2,2017-08-07 12:00:46 UTC,2017-08-07 12:00:47 UTC,7200,UNKNOWN,UNKNOWN,UNKNOWN,230,2,1229,74347776,null,O2,null,null,null,null,null,null,49.5595433,13.9553136,null,64.0,null,Czech Republic,Stredoceský,null,u2ccvw1cq2,2017-08-07 12:00:47 UTC,null,null,null,null,null,null,null,null,null,22348,54200,null,null,null,null,null
samsung,Samsung,SM-G900F,Galaxy S5,ANDROID60,Android 6.0,sr,RS,1920,1080,12694941696,7239667712,5455273984,1788809216,1432240128,356569088,0.47,0.20000000298023224,Charging,117256973,null,null,232,3,,T-Mobile,2017-07-15 20:51:34 UTC,2017-07-15 20:51:36 UTC,7200,WIFI,UNKNOWN,UNKNOWN,null,null,null,null,null,null,null,null,null,a0:63:91:6a:a0:04,panorama1160,2412,48.2060664,16.3297078,null,32.0,null,Austria,Vienna,Viena,u2ed5xduty,2017-07-15 20:51:34 UTC,null,null,null,null,null,null,null,65,-48,8764,14031,null,null,null,null,null
samsung,Samsung,SM-G903F,Galaxy S5 Neo,ANDROID60,Android 6.0,el,GR,1920,1080,43876024320,22384877568,21491146752,1944629248,1400664064,543965184,0.35,0.8899999856948853,Unplugged,149176907,null,null,202,1,,Cosmote,2017-08-10 14:47:03 UTC,2017-08-10 15:37:03 UTC,10800,WIFI,UNKNOWN,UNKNOWN,null,null,null,null,null,null,null,null,null,,,null,38.0472275,23.783259,null,20.0,null,Greece,Attica,Marousi,swbbmnq3nj,2017-08-10 14:47:03 UTC,null,null,null,null,null,null,null,null,-59,83,156,-83,-7,140,2,6
samsung,Samsung,SM-G920F,Galaxy S6,ANDROID70,Android 7.0,tr,null,2560,1440,3785728000,3564523520,221204480,2812633088,2219200512,593432576,0.0,0.1599999964237213,Unplugged,248633726,null,null,null,null,null,null,2017-05-18 20:35:26 UTC,2017-05-18 20:49:44 UTC,10800,WIFI,UNKNOWN,UNKNOWN,null,null,null,null,null,null,null,null,null,48:db:50:64:b2:e0,VodafoneNet-YS6TPZ,null,41.0128923,28.535749,null,19.93400001525879,null,Turkey,Istanbul,Buyukcekmece,sxk3365j7j,2017-05-18 20:49:44 UTC,null,null,null,null,null,null,null,null,null,67370,124417,null,null,null,null,null
samsung,Samsung,SM-G930F,Galaxy S7,ANDROID70,Android 7.0,fr,FR,1920,1080,42582433792,7675506688,34906927104,3705475072,2299809792,1405665280,0.75,0.8100000023841858,Unplugged,43401988,null,null,null,null,,null,2017-09-08 18:51:46 UTC,2017-09-08 19:24:32 UTC,7200,WIFI,UNKNOWN,UNKNOWN,null,null,null,null,null,null,null,null,null,b0:b9:8a:55:4d:5e,NETGEAR_EXT,2442,47.1766914,5.9043804,null,1399.0,null,France,Bourgogne-Franche-Comté,null,u0khqk72nh,2017-09-08 18:51:46 UTC,null,null,null,null,null,null,null,144,-46,788,528,null,null,null,null,null
samsung,Samsung,SM-N9005,Galaxy Note 3,ANDROID50,Android 5.0,el,null,1920,1080,30695776256,28454490112,2241286144,2971471872,2346708992,624762880,0.58,0.2800000011920929,Unplugged,1072880468,null,null,null,null,null,null,2017-06-17 16:31:09 UTC,2017-06-18 01:58:24 UTC,10800,WIFI,UNKNOWN,UNKNOWN,null,null,null,null,null,null,null,null,null,e4:77:23:a4:a2:58,Forthnet-4A258,null,41.1440258,24.8973484,null,20.0,null,Greece,East Macedonia And Thrace,Xánthi,sx3dnd19q6,2017-06-17 20:20:52 UTC,null,null,null,null,null,null,null,72,-35,57305483,294397009,null,null,null,null,null
MEDIACOM,MEDIACOM,M-SP10i2A,null,ANDROID60,Android 6.0,it,null,1024,600,14510817280,11698323456,2812493824,964009984,630517760,333492224,0.55,1.0,Full,1901870104,null,null,null,null,null,null,2017-08-05 05:46:29 UTC,2017-08-05 05:46:37 UTC,7200,UNKNOWN,UNKNOWN,UNKNOWN,null,null,null,null,null,null,null,null,null,null,null,null,41.7015864,15.7199913,null,20.0,null,Italy,Apulia,null,sr7jjxwcq7,2017-08-05 05:46:37 UTC,null,null,null,null,null,null,null,null,-127,1842,2584,null,null,null,null,null
OnePlus,OnePlus,ONE A2003,2,ANDROID60,Android 6.0,fr,FR,1920,1080,57986486272,16446132224,41540354048,3887656960,3163709440,723947520,0.58,1.0,Full,1915240226,null,null,208,15,Free,Free Mobile,2017-07-20 22:16:54 UTC,2017-07-20 22:17:13 UTC,7200,WIFI,UNKNOWN,UNKNOWN,null,null,null,null,null,null,null,null,null,28:37:37:4c:43:93,Daryl_tow,null,43.3401765,5.4213449,null,20.0,null,France,Provence-Alpes-Côte d'Azur,Marseille,speye3gdy6,2017-07-20 22:16:54 UTC,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null
samsung,Samsung,SM-A300FU,Galaxy A3,ANDROID60,Android 6.0,de,DE,960,540,12316069888,9233235968,3082833920,1451646976,1081499648,370147328,0.23,0.6499999761581421,Unplugged,273604615,null,null,262,1,congstar,Telekom,2017-09-20 18:47:53 UTC,2017-09-20 18:47:58 UTC,7200,WIFI,UNKNOWN,UNKNOWN,null,null,null,null,null,null,null,null,null,34:31:c4:ae:a8:88,"Theisen 2,4-GHz",2412,50.7759048,7.7424683,null,50.0,null,Germany,Rhineland-Palatinate,null,u1j8b5mzhd,2017-09-20 18:47:53 UTC,null,null,null,null,null,null,null,43,-71,0,0,null,null,null,null,null
LENOVO,Lenovo,Lenovo A5000,A5000,ANDROID50,Android 5.0,sr,RS,1280,720,21689548800,4662603776,17026945024,1002995712,728817664,274178048,0.41,0.8999999761581421,NotCharging,251016298,0.18221166729927063,102.0,null,null,,null,2017-07-24 05:39:11 UTC,2017-07-24 05:39:14 UTC,7200,WIFI,UNKNOWN,UNKNOWN,null,null,null,null,null,null,null,null,null,e8:94:f6:86:37:fe,RINOL_ADSL,2412,44.83247,20.3099017,126.0,7.0,null,Serbia,Central Serbia,null,sryrn1t0p4,2017-07-24 05:39:11 UTC,null,null,null,null,null,null,null,null,-77,83,0,null,null,null,null,null
HTC,HTC,HTC Desire 820,Desire 820,ANDROID60,Android 6.0,pl,PL,1280,720,9906249728,9466626048,439623680,1929777152,1302085632,627691520,0.15,0.5099999904632568,NotCharging,188684625,null,null,260,6,,Play,2017-08-06 18:40:08 UTC,2017-08-06 18:40:16 UTC,7200,WIFI,UNKNOWN,UNKNOWN,null,null,null,null,null,null,null,null,null,c0:7c:d1:3d:81:c5,2.4G-Vectra-WiFi-2202B4,2437,52.1308725,21.0733018,null,23.0,null,Poland,Masovian,null,u3qbxd1h7d,2017-08-06 18:40:08 UTC,null,null,null,null,null,null,null,150,-46,5476,27788,null,null,null,null,null
LENOVO,Lenovo,Lenovo A2020a40,A2020a40,ANDROID51,Android 5.1,tr,null,854,480,6804144128,6472540160,331603968,945037312,729743360,215293952,0.88,0.9900000095367432,Unplugged,936171297,null,null,null,null,null,null,2017-04-05 13:11:30 UTC,2017-04-05 13:40:22 UTC,10800,WIFI,UNKNOWN,UNKNOWN,null,null,null,null,null,null,null,null,null,d0:7a:b5:a0:97:6c,akner1,null,40.9970318,28.6267069,null,27.618999481201172,null,Turkey,Istanbul,Beylikduzu,sxk35rm348,2017-04-05 13:40:22 UTC,null,null,null,null,null,null,null,null,null,71626,104259,null,null,null,null,null
General Mobile,General Mobile,General Mobile 4G Dual,4G Dual,ANDROID71,Android 7.1,tr,null,1280,720,1585299456,1347055616,238243840,1998135296,1025110016,973025280,0.84,1.0,Full,447234736,null,null,null,null,null,null,2017-04-12 21:06:06 UTC,2017-04-13 01:53:25 UTC,10800,UNKNOWN,UNKNOWN,UNKNOWN,null,null,null,null,null,null,null,null,null,null,null,null,40.8085178,29.4401954,null,30.423999786376953,null,Turkey,Kocaeli,Gebze,sxkbjuvwy7,2017-04-13 01:53:25 UTC,null,null,null,null,null,null,null,1,-81,5413,34401,null,null,null,null,null
samsung,Samsung,SM-G357FZ,Galaxy Ace Style,ANDROID44,Android 4.4,en,GB,800,480,36140937216,5936410624,30204526592,930701312,687112192,243589120,0.09,0.5899999737739563,Unplugged,18040170,3.811312198638916,139.60000610351562,234,30,,EE,2017-09-20 11:18:57 UTC,2017-09-20 11:20:08 UTC,3600,MOBILE,EDGE,3G,234,30,2009,51001,EE,EE,null,null,null,null,null,null,51.21649686,-0.79463525,113.0,5.0,null,United Kingdom,England,null,gcp7mgtmex,2017-09-20 11:19:00 UTC,null,null,null,null,437.0,18.217253,5.0,null,-103,580,551,null,null,null,null,null
samsung,Samsung,SM-A520F,null,ANDROID60,Android 6.0,pt,BR,1920,1080,25320071168,9209942016,16110129152,2949185536,2306240512,642945024,0.35,0.4099999964237213,Unplugged,14632485,null,null,340,2,SFR,SFR,2017-09-12 01:20:49 UTC,2017-09-12 01:22:00 UTC,-25200,MOBILE,HSUPA,3G,340,2,3010,2174704,SFR,SFR,null,null,null,null,null,null,4.93221,-52.3279148,null,2099.9990234375,null,France,French Guiana,Cayenne,dbfu11zupn,2017-09-12 01:22:00 UTC,null,null,null,null,null,null,null,null,null,108880,212278,null,null,null,null,null
samsung,Samsung,SM-N910F,Galaxy Note 4,ANDROID60,Android 6.0,de,AT,2560,1440,27123646464,6352134144,20771512320,2913558528,2132254720,781303808,0.47,0.7300000190734863,Unplugged,394075538,null,null,232,11,,bob,2017-08-24 19:09:08 UTC,2017-08-24 19:09:11 UTC,7200,MOBILE,LTE,4G,232,1,200,855815,bob,A1,null,null,null,null,null,null,46.8141489,15.2168107,null,92.0,null,Austria,Styria,null,u26f66281m,2017-08-24 19:09:11 UTC,null,null,null,null,null,null,null,null,null,150,0,null,null,null,null,null
HTC,HTC,HTC Desire 310,Desire 310,ANDROID42,Android 4.2,en,GB,854,480,33403641856,5679468544,27724173312,1020837888,824922112,195915776,0.21,0.8500000238418579,NotCharging,878368803,null,null,272,3,Meteor,Meteor,2017-09-26 12:05:46 UTC,2017-09-26 12:08:14 UTC,3600,MOBILE,EDGE,3G,272,3,1012,12466,eir,Meteor,null,null,null,null,null,null,53.2968186,-6.1855912,null,843.0,null,Ireland,Leinster,County Dublin,gc7x5nru3r,2017-09-26 12:08:14 UTC,null,null,null,null,null,null,null,null,null,10105,19453,null,null,null,null,null
HUAWEI,Huawei,HUAWEI VNS-L21,VNS-L21,ANDROID70,Android 7.0,bg,BG,1920,1080,26578165760,10446766080,16131399680,1867751424,1381912576,485838848,0.35,0.2199999988079071,Charging,217085833,null,null,284,5,Telenor BG,Telenor,2017-07-04 20:37:50 UTC,2017-07-04 20:37:52 UTC,7200,MOBILEROAMING,LTE,4G,206,20,262,651060,BASE,BASE,null,null,null,null,null,null,51.0764605,5.1691125,null,122.0,null,Belgium,Limburg,Tessenderlo,u15dtdhjcn,2017-07-04 20:37:52 UTC,null,null,null,null,null,null,null,null,null,84595,10537,null,null,null,null,null
KYOCERA,Kyocera,KC-S701,null,ANDROID44,Android 4.4,fr,FR,1280,720,28819398656,9870512128,18948886528,1959219200,1516609536,442609664,0.42,0.6800000071525574,Charging,180103963,12.011348724365234,126.69999694824219,208,15,Free,Free Mobile,2017-07-22 12:46:53 UTC,2017-07-22 12:47:59 UTC,7200,MOBILE,LTE,4G,208,15,2603,104301374,Free,Free Mobile,null,null,121,null,null,null,44.93422564,4.87745567,170.0,9.0,null,France,Auvergne-Rhône-Alpes,null,spgrwup8uf,2017-07-22 12:46:55 UTC,null,null,null,null,60.0,0.532685,0.0,null,-116,580,580,-116,-11,76,null,null
LGE,LGE,Nexus 5,Nexus 5,ANDROID60,Android 6.0,fr,FR,1920,1080,28734615552,25153142784,3581472768,1945096192,1494085632,451010560,0.85,0.9800000190734863,Charging,69492862,null,null,208,15,Free,Free Mobile,2017-07-28 09:26:52 UTC,2017-07-28 09:28:08 UTC,7200,MOBILE,HSPAP,3G,208,15,3350,88341791,Free,Free Mobile,null,null,null,null,null,null,48.1727692,-1.9061199,null,2500.0,null,France,Brittany,null,gbwdh9s48p,2017-07-28 09:28:08 UTC,null,null,null,null,null,null,null,null,null,47396,145448,null,null,null,null,null
LGE,LGE,LG-K350,Optimus F7,ANDROID60,Android 6.0,pl,PL,1280,720,3689062400,3268591616,420470784,1503813632,1064394752,439418880,0.12,0.6399999856948853,Unplugged,311047426,null,null,260,6,,Play,2017-09-17 09:16:54 UTC,2017-09-17 09:19:34 UTC,7200,MOBILE,LTE,4G,260,6,15,1236010,PLAY,Play,null,null,274,null,null,null,51.3696438,21.1647303,null,25.0,null,Poland,Masovian,null,u3ph1xe9vg,2017-09-17 09:16:54 UTC,null,null,null,null,23.0,2.441969,0.0,null,-94,720,832,-94,-8,null,null,null
Sony,Sony,E6653,Xperia Z5,ANDROID71,Android 7.1,de,CH,1920,1080,152071954432,36157640704,115914313728,2933616640,1809432576,1124184064,0.08,1.0,Unplugged,42720600,null,null,228,3,Salt,Salt,2017-09-05 03:50:46 UTC,2017-09-05 03:52:50 UTC,7200,MOBILE,LTE,4G,228,3,47016,4882967,Salt,Salt,6400,null,130,null,null,null,47.4179501,8.5087949,null,50.0,null,Switzerland,Zurich,null,u0qjc85vt6,2017-09-05 03:52:50 UTC,null,null,null,null,null,null,null,null,null,1403,14766,null,null,null,null,null
HTC,HTC,HTC One_M8,One M8,ANDROID60,Android 6.0,it,US,1920,1080,26772541440,18717376512,8055164928,1911955456,1370570752,541384704,0.13,0.6700000166893005,NotCharging,244412995,null,null,222,99,,3,2017-09-20 12:20:11 UTC,2017-09-20 12:21:10 UTC,7200,MOBILE,UMTS,3G,222,99,10303,7933617,3 ITA,3,null,null,null,null,null,null,45.7337149,7.3397723,null,20.0,null,Italy,Valle d'Aosta,Aosta,u0jhpj8djn,2017-09-20 12:20:11 UTC,null,null,null,null,null,null,null,null,-93,0,0,null,null,null,null,null
samsung,Samsung,SM-G955F,null,ANDROID70,Android 7.0,fr,FR,2220,1080,185738797056,77175820288,108562976768,3623976960,2536919040,1087057920,0.14,0.8799999952316284,Unplugged,1023175819,null,null,208,10,,SFR,2017-08-08 09:13:09 UTC,2017-08-08 09:13:11 UTC,7200,MOBILE,LTE,4G,208,10,59600,1690627,F SFR,SFR,0,null,165,null,null,null,44.0219238,4.8665268,null,116.0,null,France,Provence-Alpes-Côte d'Azur,Sorgues,spg6qtzwq3,2017-08-08 09:13:09 UTC,null,null,null,null,null,null,null,null,-117,0,0,-117,-10,40,10,28
samsung,Samsung,GT-I9301I,Galaxy S3 Neo,ANDROID44,Android 4.4,it,IT,1280,720,20489777152,17880051712,2609725440,1444184064,1187221504,256962560,0.53,0.6800000071525574,Unplugged,53594730,null,null,222,1,,TIM,2017-06-19 08:57:25 UTC,2017-06-19 09:00:30 UTC,7200,MOBILE,HSPA,3G,222,1,61422,93239668,I TIM,TIM,null,null,null,null,null,null,44.14577767,12.20848274,97.0,42.0,null,Italy,Emilia Romagna,Cesena,srbeju3zy3,2017-06-19 08:57:25 UTC,null,null,null,null,null,null,null,null,-77,85,0,null,null,null,null,null
samsung,Samsung,SM-J510FN,Galaxy J5,ANDROID60,Android 6.0,it,IT,1280,720,11829178368,8062140416,3767037952,1984086016,1282818048,701267968,0.05,0.8500000238418579,Unplugged,786418272,null,null,222,1,,TIM,2017-09-01 14:32:20 UTC,2017-09-01 14:32:27 UTC,7200,MOBILE,HSPAP,3G,222,1,61430,null,I TIM,TIM,null,null,null,null,null,null,44.7850141,10.3239488,null,20.0,null,Italy,Emilia-Romagna,Parma,spzqfbvet7,2017-09-01 14:32:21 UTC,null,null,null,null,40.0,2.324455,0.0,null,null,580,580,null,null,null,null,null
HTC,HTC,HTC One M9_Prime Camera Edition,null,ANDROID60,Android 6.0,en,GB,1920,1080,26075611136,8843358208,17232252928,1854947328,1467584512,387362816,0.33,0.8700000047683716,NotCharging,559011656,28.62833595275879,61.0,234,10,TESCO,O2,2017-09-03 08:42:52 UTC,2017-09-03 08:43:03 UTC,3600,MOBILE,HSPA,3G,234,10,21881,57770614,TESCO,O2,null,null,null,null,null,null,53.5384417,-2.820965,38.0,3.0,null,United Kingdom,England,null,gctbxf3u4b,2017-09-03 08:43:03 UTC,null,null,null,null,null,null,null,null,null,8954,4914,null,null,null,null,null
